"","MSSubClass","MSZoning","Alley","Neighborhood","BldgType","OverallQual","Foundation","BsmtQual","BsmtFinType1","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","GrLivArea","FullBath","KitchenQual","TotRmsAbvGrd","Fireplaces","GarageFinish","GarageCars","PavedDrive","SaleCondition","SalePrice"
"1094",20,"RL","0","NAmes","1Fam",5,"CBlock","4","3","Gas","Gd","Y","SBrkr",1200,0,1200,1,"Gd",6,"0","3",2,"Y","Normal",146000
"1095",20,"RL","0","NAmes","1Fam",5,"CBlock","4","2","Gas","Ex","Y","SBrkr",936,0,936,1,"TA",4,"0","1",1,"Y","Normal",129000
"1096",20,"RL","0","CollgCr","1Fam",6,"PConc","3","3","Gas","Gd","Y","SBrkr",1314,0,1314,2,"Gd",6,"1","2",2,"Y","Normal",176432
"1097",70,"RM","0","IDOTRR","1Fam",6,"PConc","4","6","Gas","TA","Y","SBrkr",773,582,1355,1,"Gd",7,"0","0",0,"Y","Normal",127000
"1098",120,"RL","0","StoneBr","TwnhsE",8,"CBlock","3","6","Gas","Ex","Y","SBrkr",1088,0,1088,1,"Gd",5,"0","2",2,"Y","Normal",170000
"1099",50,"RM","0","BrkSide","1Fam",4,"BrkTil","4","2","Gas","TA","Y","SBrkr",757,567,1324,1,"TA",6,"0","3",1,"Y","Normal",128000
"1100",20,"RL","0","NWAmes","1Fam",7,"CBlock","3","1","Gas","TA","Y","SBrkr",1601,0,1601,2,"TA",7,"1","2",2,"Y","Abnorml",157000
"1101",30,"RL","0","SWISU","1Fam",2,"CBlock","4","5","Gas","TA","N","0",438,0,438,1,"Fa",3,"0","3",1,"N","Normal",60000
"1102",20,"RL","0","NAmes","1Fam",5,"CBlock","4","2","Gas","TA","Y","SBrkr",950,0,950,1,"TA",5,"0","3",1,"Y","Normal",119500
"1103",20,"RL","0","NAmes","1Fam",5,"CBlock","4","5","Gas","Ex","Y","SBrkr",1134,0,1134,1,"TA",6,"0","2",1,"Y","Family",135000
"1104",20,"RL","0","NAmes","1Fam",6,"CBlock","4","1","Gas","Ex","Y","SBrkr",1194,0,1194,1,"TA",6,"1","1",2,"Y","Normal",159500
"1105",160,"RM","0","BrDale","TwnhsE",5,"CBlock","4","6","Gas","TA","Y","SBrkr",630,672,1302,2,"TA",6,"0","3",2,"Y","Normal",106000
"1106",60,"RL","0","NoRidge","1Fam",8,"PConc","1","3","Gas","Ex","Y","SBrkr",1500,1122,2622,2,"Gd",9,"1","2",2,"Y","Normal",325000
"1107",20,"RL","0","SawyerW","1Fam",7,"PConc","3","3","Gas","Gd","Y","SBrkr",1442,0,1442,2,"Gd",6,"1","1",2,"Y","Normal",179900
"1108",60,"RL","0","Gilbert","1Fam",7,"PConc","1","6","Gas","Ex","Y","SBrkr",887,1134,2021,2,"Gd",9,"1","2",2,"Y","Partial",274725
"1109",60,"RL","0","Gilbert","1Fam",6,"PConc","3","6","Gas","Ex","Y","SBrkr",948,742,1690,2,"TA",7,"1","2",2,"Y","Abnorml",181000
"1110",20,"RL","0","NridgHt","1Fam",8,"PConc","1","3","Gas","Ex","Y","SBrkr",1836,0,1836,2,"Gd",7,"1","1",3,"Y","Normal",280000
"1111",60,"RL","0","Gilbert","1Fam",6,"PConc","3","3","Gas","Gd","Y","SBrkr",773,885,1658,2,"TA",8,"1","1",2,"Y","Normal",188000
"1112",60,"RL","0","NWAmes","1Fam",7,"CBlock","4","1","Gas","TA","Y","SBrkr",1098,866,1964,2,"TA",8,"1","2",2,"Y","Normal",205000
"1113",20,"RL","0","NAmes","1Fam",5,"CBlock","4","3","Gas","TA","Y","0",816,0,816,1,"TA",5,"0","3",1,"Y","Normal",129900
"1114",20,"RL","0","NAmes","1Fam",5,"CBlock","4","2","Gas","Gd","Y","SBrkr",1008,0,1008,1,"Gd",6,"0","3",1,"Y","Normal",134500
"1115",20,"RL","0","OldTown","1Fam",5,"CBlock","4","5","Gas","Ex","Y","SBrkr",833,0,833,1,"Gd",4,"0","3",1,"Y","Normal",117000
"1116",20,"RL","0","NridgHt","1Fam",8,"PConc","1","3","Gas","Ex","Y","SBrkr",1734,0,1734,2,"Ex",7,"1","2",3,"Y","Partial",318000
"1117",80,"RL","0","Gilbert","1Fam",8,"PConc","3","3","Gas","Ex","Y","SBrkr",779,640,1419,2,"Gd",7,"1","1",2,"Y","Normal",184100
"1118",20,"RL","0","Sawyer","1Fam",5,"CBlock","4","2","Gas","Ex","Y","SBrkr",894,0,894,1,"Gd",5,"0","2",2,"Y","Normal",130000
"1119",80,"RL","0","Sawyer","1Fam",5,"CBlock","4","6","Gas","TA","Y","SBrkr",1021,580,1601,1,"TA",6,"0","2",1,"Y","Normal",140000
"1120",20,"RL","0","NAmes","1Fam",5,"CBlock","4","4","Gas","TA","Y","0",1040,0,1040,1,"TA",6,"0","2",1,"Y","Normal",133700
"1121",30,"RM","0","IDOTRR","1Fam",6,"BrkTil","4","6","Gas","TA","Y","0",1012,0,1012,1,"TA",6,"1","3",1,"Y","Normal",118400
"1122",20,"RL","0","CollgCr","1Fam",7,"PConc","3","3","Gas","Ex","Y","SBrkr",1552,0,1552,2,"Gd",7,"0","2",3,"Y","Partial",212900
"1123",20,"RL","0","Edwards","1Fam",4,"CBlock","4","6","Gas","Ex","Y","0",960,0,960,1,"TA",5,"0","3",1,"Y","Abnorml",112000
"1124",20,"RL","0","Edwards","1Fam",5,"CBlock","4","6","Gas","Ex","Y","SBrkr",698,0,698,1,"TA",4,"0","0",0,"Y","Normal",118000
"1125",80,"RL","0","Gilbert","1Fam",7,"PConc","3","6","Gas","Gd","Y","SBrkr",812,670,1482,2,"Gd",7,"1","1",2,"Y","Normal",163900
"1126",20,"RL","0","NAmes","1Fam",4,"CBlock","4","6","Gas","TA","Y","SBrkr",1005,0,1005,1,"Fa",5,"1","3",2,"Y","Normal",115000
"1127",120,"RL","0","Blmngtn","TwnhsE",7,"PConc","3","6","Gas","Ex","Y","SBrkr",1555,0,1555,2,"Gd",7,"1","1",3,"Y","Normal",174000
"1128",20,"RL","0","Gilbert","1Fam",7,"PConc","3","3","Gas","Ex","Y","SBrkr",1530,0,1530,2,"Gd",7,"1","1",3,"Y","Family",259000
"1129",60,"RL","0","Gilbert","1Fam",7,"PConc","3","6","Gas","Ex","Y","SBrkr",847,1112,1959,2,"Gd",8,"1","1",2,"Y","Normal",215000
"1130",90,"RM","1","OldTown","Duplex",5,"CBlock","3","3","Gas","TA","Y","SBrkr",936,0,936,1,"TA",4,"0","3",2,"Y","Normal",140000
"1131",50,"RL","0","SWISU","1Fam",4,"BrkTil","4","2","Gas","TA","Y","SBrkr",1328,653,1981,2,"Gd",7,"1","3",2,"Y","Normal",135000
"1132",20,"RL","0","Mitchel","1Fam",5,"PConc","3","2","Gas","TA","Y","SBrkr",974,0,974,1,"TA",5,"0","0",0,"Y","Abnorml",93500
"1133",70,"RM","0","OldTown","1Fam",6,"BrkTil","4","6","Gas","TA","Y","SBrkr",1178,1032,2210,2,"Fa",8,"0","3",1,"N","Normal",117500
"1134",60,"RL","0","SawyerW","1Fam",8,"PConc","3","3","Gas","Ex","Y","SBrkr",1142,878,2020,2,"Gd",8,"1","2",2,"Y","Normal",239500
"1135",60,"RL","0","Gilbert","1Fam",6,"PConc","3","6","Gas","Gd","Y","SBrkr",916,684,1600,2,"TA",7,"1","1",2,"Y","Normal",169000
"1136",30,"RM","0","BrkSide","1Fam",6,"BrkTil","4","6","Gas","TA","N","SBrkr",986,0,986,1,"TA",5,"1","3",1,"Y","Normal",102000
"1137",50,"RL","0","NAmes","1Fam",6,"CBlock","4","2","Gas","TA","Y","0",1032,220,1252,1,"TA",6,"0","3",1,"Y","Abnorml",119000
"1138",50,"RL","0","Sawyer","1Fam",5,"CBlock","4","6","Gas","Gd","N","SBrkr",780,240,1020,1,"TA",6,"0","0",0,"N","Normal",94000
"1139",20,"RL","0","Mitchel","1Fam",6,"PConc","4","1","Gas","TA","Y","SBrkr",1567,0,1567,2,"Gd",5,"1","2",2,"Y","Normal",196000
"1140",30,"RL","0","BrkSide","1Fam",5,"BrkTil","4","2","Gas","TA","Y","SBrkr",1167,0,1167,1,"TA",6,"1","3",2,"Y","Normal",144000
"1141",20,"RL","0","NAmes","1Fam",5,"CBlock","4","1","Gas","TA","Y","SBrkr",952,0,952,1,"TA",4,"0","3",2,"Y","Abnorml",139000
"1142",60,"RL","0","NWAmes","1Fam",5,"CBlock","4","1","Gas","Ex","Y","SBrkr",1088,780,1868,2,"Gd",9,"1","3",2,"Y","Normal",197500
"1143",60,"RL","0","CollgCr","1Fam",8,"PConc","1","3","Gas","Ex","Y","SBrkr",1466,1362,2828,3,"Gd",11,"1","2",3,"Y","Partial",424870
"1144",20,"RL","0","Sawyer","1Fam",5,"CBlock","4","3","Gas","TA","Y","SBrkr",1006,0,1006,1,"TA",5,"0","0",0,"Y","Normal",80000
"1145",190,"RL","0","Edwards","2fmCon",4,"BrkTil","3","2","NonGas","Fa","N","0",672,252,924,1,"Fa",5,"0","3",1,"Y","Normal",80000
"1146",50,"RM","0","BrkSide","1Fam",5,"BrkTil","4","6","Gas","Ex","Y","SBrkr",1042,534,1576,1,"TA",8,"1","3",1,"Y","Family",149000
"1147",20,"RL","0","SawyerW","1Fam",6,"CBlock","3","3","Gas","TA","Y","SBrkr",1298,0,1298,2,"Gd",5,"1","3",2,"Y","Normal",180000
"1148",70,"RL","0","Crawfor","1Fam",7,"CBlock","4","5","Gas","Ex","Y","SBrkr",860,704,1564,1,"Fa",7,"1","3",1,"Y","Normal",174500
"1149",50,"RM","0","OldTown","1Fam",7,"PConc","4","6","Gas","TA","Y","SBrkr",572,539,1111,1,"TA",5,"1","3",1,"Y","Normal",116900
"1150",70,"RM","0","OldTown","1Fam",7,"PConc","4","1","Gas","Ex","Y","SBrkr",832,650,1482,1,"TA",7,"0","3",2,"Y","Normal",143000
"1151",20,"RL","0","NAmes","1Fam",6,"CBlock","4","6","Gas","Ex","Y","0",932,0,932,1,"Gd",4,"1","3",1,"Y","Normal",124000
"1152",20,"RL","0","Edwards","1Fam",5,"CBlock","4","2","Gas","TA","Y","SBrkr",1466,0,1466,1,"Fa",6,"1","1",2,"Y","Normal",149900
"1153",20,"RL","0","Crawfor","1Fam",6,"PConc","4","1","Gas","Ex","Y","SBrkr",1811,0,1811,1,"Ex",6,"1","1",2,"Y","Abnorml",230000
"1154",30,"RM","0","IDOTRR","1Fam",6,"BrkTil","4","1","Gas","Ex","Y","SBrkr",816,0,816,1,"TA",5,"0","3",1,"Y","Normal",120500
"1155",60,"RL","0","NAmes","1Fam",7,"CBlock","4","1","Gas","TA","Y","SBrkr",902,918,1820,1,"Gd",8,"1","3",2,"Y","Normal",201800
"1156",20,"RL","0","Veenker","1Fam",5,"CBlock","3","1","Gas","TA","Y","SBrkr",1437,0,1437,2,"Gd",6,"1","2",2,"Y","Normal",218000
"1157",80,"RL","0","NAmes","1Fam",5,"PConc","4","1","Gas","Gd","Y","SBrkr",1265,0,1265,2,"Gd",6,"1","2",2,"Y","Normal",179900
"1158",120,"RL","0","NridgHt","Twnhs",7,"PConc","3","3","Gas","Ex","Y","SBrkr",1314,0,1314,2,"Gd",6,"1","2",2,"Y","Normal",230000
"1159",20,"RL","0","Somerst","1Fam",8,"PConc","3","6","Gas","Ex","Y","SBrkr",1580,0,1580,2,"Gd",7,"0","2",3,"Y","Partial",235128
"1160",60,"RL","0","NWAmes","1Fam",6,"CBlock","4","1","Gas","TA","Y","SBrkr",943,933,1876,2,"Gd",8,"1","2",2,"Y","Normal",185000
"1161",160,"RL","0","NPkVill","Twnhs",6,"CBlock","3","1","Gas","Fa","Y","SBrkr",855,601,1456,2,"TA",7,"1","3",2,"Y","Normal",146000
"1162",20,"RL","0","Crawfor","1Fam",6,"CBlock","4","2","Gas","Ex","Y","SBrkr",1640,0,1640,1,"Gd",7,"1","3",2,"Y","Normal",224000
"1163",20,"RL","0","Sawyer","1Fam",5,"CBlock","3","2","Gas","Gd","Y","SBrkr",894,0,894,1,"TA",5,"1","1",2,"Y","Normal",129000
"1164",90,"RL","0","Sawyer","Duplex",4,"CBlock","3","3","Gas","TA","Y","SBrkr",1258,0,1258,0,"TA",6,"0","3",2,"Y","Alloca",108959
"1165",80,"RL","0","Veenker","1Fam",5,"PConc","3","1","Gas","Ex","Y","SBrkr",1432,0,1432,1,"Gd",5,"1","3",2,"Y","Normal",194000
"1166",20,"RL","0","NridgHt","1Fam",7,"PConc","3","6","Gas","Ex","Y","SBrkr",1502,0,1502,2,"Gd",7,"0","2",2,"Y","Partial",233170
"1167",20,"RL","0","CollgCr","1Fam",8,"PConc","3","6","Gas","Ex","Y","SBrkr",1694,0,1694,2,"Gd",7,"0","2",3,"Y","Normal",245350
"1168",60,"RL","0","Gilbert","1Fam",6,"PConc","3","3","Gas","Ex","Y","SBrkr",959,712,1671,2,"TA",7,"1","1",2,"Y","Normal",173000
"1169",70,"RL","0","Edwards","1Fam",6,"CBlock","4","5","Gas","Ex","Y","SBrkr",1236,872,2108,2,"Gd",7,"1","3",2,"Y","Normal",235000
"1170",60,"RL","0","NoRidge","1Fam",10,"PConc","1","3","Gas","Ex","Y","SBrkr",1831,1796,3627,3,"Gd",10,"1","1",3,"Y","Normal",625000
"1171",80,"RL","0","Mitchel","1Fam",6,"CBlock","4","1","Gas","TA","Y","SBrkr",1118,0,1118,1,"TA",6,"1","1",1,"Y","Normal",171000
"1172",20,"RL","0","NAmes","1Fam",6,"CBlock","4","1","Gas","Ex","Y","SBrkr",1261,0,1261,1,"TA",6,"1","2",2,"Y","Normal",163000
"1173",160,"FV","2","Somerst","TwnhsE",7,"PConc","3","6","Gas","Ex","Y","SBrkr",625,625,1250,2,"Gd",5,"0","1",2,"Y","Normal",171900
"1174",50,"RL","0","ClearCr","1Fam",5,"CBlock","4","5","Gas","TA","Y","SBrkr",1636,971,3086,3,"Ex",12,"1","0",0,"Y","Normal",200500
"1175",70,"RL","0","Crawfor","1Fam",6,"BrkTil","3","5","Gas","TA","Y","SBrkr",1170,1175,2345,2,"TA",9,"1","3",2,"Y","Normal",239000
"1176",50,"RL","0","NoRidge","1Fam",8,"PConc","3","3","Gas","Ex","Y","SBrkr",2129,743,2872,2,"Gd",9,"1","1",2,"Y","Normal",285000
"1177",20,"RL","0","Mitchel","1Fam",5,"CBlock","4","1","Gas","TA","Y","SBrkr",923,0,923,1,"TA",5,"0","3",1,"Y","Normal",119500
"1178",50,"RM","1","OldTown","1Fam",6,"CBlock","4","5","Gas","TA","Y","SBrkr",818,406,1224,1,"TA",5,"0","3",1,"N","Normal",115000
"1179",50,"RL","0","Crawfor","1Fam",5,"BrkTil","4","6","Gas","Ex","Y","SBrkr",820,523,1343,1,"TA",7,"1","3",1,"Y","Normal",154900
"1180",20,"RL","0","Edwards","1Fam",5,"Slab","0","0","Gas","Gd","Y","SBrkr",1124,0,1124,1,"TA",5,"1","0",0,"N","Normal",93000
"1181",60,"RL","0","Timber","1Fam",7,"Wood","3","4","Gas","Ex","Y","SBrkr",1298,1216,2514,2,"TA",8,"0","1",2,"Y","Normal",250000
"1182",120,"RM","0","Crawfor","TwnhsE",8,"PConc","1","3","Gas","Ex","Y","SBrkr",1652,0,1652,2,"Gd",5,"1","1",2,"Y","Partial",392500
"1183",60,"RL","0","NoRidge","1Fam",10,"PConc","1","3","Gas","Ex","Y","SBrkr",2411,2065,4476,3,"Ex",10,"1","1",3,"Y","Abnorml",745000
"1184",30,"RL","1","OldTown","1Fam",5,"BrkTil","4","5","Gas","Ex","Y","SBrkr",1130,0,1130,1,"TA",5,"1","3",2,"Y","Normal",120000
"1185",20,"RL","0","Timber","1Fam",5,"CBlock","4","5","Gas","Gd","Y","SBrkr",1572,0,1572,1,"TA",5,"1","2",3,"Y","Normal",186700
"1186",50,"RL","0","Edwards","1Fam",5,"BrkTil","4","2","Gas","Gd","Y","SBrkr",949,272,1221,1,"TA",7,"0","3",1,"Y","Normal",104900
"1187",190,"RL","0","OldTown","2fmCon",3,"CBlock","2","2","Gas","TA","Y","SBrkr",1014,685,1699,2,"TA",7,"0","3",2,"Y","Abnorml",95000
"1188",20,"RL","0","NoRidge","1Fam",8,"PConc","3","3","Gas","Ex","Y","SBrkr",1624,0,1624,2,"Gd",5,"1","2",3,"Y","Normal",262000
"1189",60,"RL","0","CollgCr","1Fam",7,"PConc","3","6","Gas","Ex","Y","SBrkr",831,829,1660,2,"Gd",7,"0","2",2,"Y","Normal",195000
"1190",60,"RL","0","Gilbert","1Fam",7,"PConc","4","6","Gas","Gd","Y","SBrkr",1028,776,1804,2,"Gd",7,"1","1",2,"Y","Normal",189000
"1191",190,"RL","0","Mitchel","2fmCon",4,"CBlock","4","2","Gas","Ex","Y","SBrkr",1622,0,1622,1,"TA",7,"1","1",4,"Y","Normal",168000
"1192",160,"FV","2","Somerst","Twnhs",8,"PConc","3","6","Gas","Ex","Y","SBrkr",764,677,1441,2,"Gd",5,"0","3",2,"Y","Normal",174000
"1193",50,"RM","1","OldTown","1Fam",5,"PConc","4","6","Gas","Gd","Y","SBrkr",842,630,1472,1,"Gd",6,"0","3",1,"N","Normal",125000
"1194",120,"RM","0","Mitchel","TwnhsE",6,"PConc","1","3","Gas","Ex","Y","SBrkr",1224,0,1224,2,"TA",5,"0","1",2,"Y","Normal",165000
"1195",60,"RL","0","Sawyer","1Fam",6,"CBlock","4","1","Gas","TA","Y","SBrkr",663,689,1352,1,"TA",7,"0","1",1,"Y","Normal",158000
"1196",60,"RL","0","Gilbert","1Fam",6,"PConc","3","6","Gas","Ex","Y","SBrkr",728,728,1456,2,"Gd",8,"0","1",2,"Y","Normal",176000
"1197",60,"RL","0","Gilbert","1Fam",7,"PConc","3","6","Gas","Ex","Y","SBrkr",879,984,1863,2,"Gd",9,"1","1",3,"Y","Partial",219210
"1198",75,"RM","0","OldTown","1Fam",7,"BrkTil","4","6","Gas","Ex","Y","SBrkr",815,875,1690,1,"TA",7,"1","3",1,"Y","Normal",144000
"1199",20,"RL","0","CollgCr","1Fam",7,"PConc","3","6","Gas","Ex","Y","SBrkr",1212,0,1212,2,"Gd",6,"0","2",2,"Y","Normal",178000
"1200",20,"RL","0","Sawyer","1Fam",4,"CBlock","4","5","Gas","Gd","Y","SBrkr",1382,0,1382,1,"TA",6,"1","3",2,"Y","Normal",148000
"1201",20,"RL","0","NAmes","1Fam",4,"CBlock","4","6","Gas","Gd","Y","SBrkr",864,0,864,1,"TA",5,"0","3",1,"Y","Abnorml",116050
"1202",60,"RL","0","CollgCr","1Fam",7,"PConc","3","6","Gas","Ex","Y","SBrkr",866,913,1779,2,"Gd",6,"0","2",2,"Y","Normal",197900
"1203",50,"RM","0","BrkSide","1Fam",5,"BrkTil","4","6","Gas","Ex","Y","SBrkr",884,464,1348,1,"TA",5,"1","3",1,"N","Normal",117000
"1204",20,"RL","0","CollgCr","1Fam",7,"PConc","3","6","Gas","Ex","Y","SBrkr",1630,0,1630,2,"Gd",6,"1","3",2,"Y","Normal",213000
"1205",20,"RL","0","NWAmes","1Fam",5,"CBlock","3","1","Gas","Ex","Y","SBrkr",1074,0,1074,1,"TA",6,"0","2",2,"Y","Normal",153500
"1206",20,"RL","0","SawyerW","1Fam",7,"CBlock","3","1","Gas","Gd","Y","SBrkr",2196,0,2196,2,"Gd",7,"1","2",3,"Y","Normal",271900
"1207",20,"RH","0","SawyerW","1Fam",4,"CBlock","4","5","Gas","TA","Y","SBrkr",1056,0,1056,1,"TA",5,"0","3",1,"Y","Normal",107000
"1208",20,"RL","0","CollgCr","1Fam",6,"PConc","3","3","Gas","Ex","Y","SBrkr",1700,0,1700,2,"Gd",7,"0","2",2,"Y","Normal",200000
"1209",20,"RL","0","NAmes","1Fam",5,"CBlock","4","5","Gas","TA","Y","SBrkr",1283,0,1283,1,"TA",6,"0","3",2,"Y","Normal",140000
"1210",20,"RL","0","Somerst","1Fam",8,"PConc","1","3","Gas","Ex","Y","SBrkr",1660,0,1660,2,"Gd",8,"1","2",2,"Y","Partial",290000
"1211",60,"RL","0","SawyerW","1Fam",6,"PConc","3","6","Gas","Ex","Y","SBrkr",1055,790,1845,2,"Gd",8,"1","2",2,"Y","Normal",189000
"1212",50,"RL","0","Gilbert","1Fam",8,"Wood","3","3","Gas","Gd","Y","SBrkr",1080,672,1752,2,"TA",8,"0","2",2,"Y","Normal",164000
"1213",30,"RL","0","Edwards","1Fam",4,"CBlock","4","5","Gas","TA","Y","SBrkr",672,0,672,1,"TA",4,"0","3",1,"N","Normal",113000
"1214",80,"RL","0","Sawyer","1Fam",4,"CBlock","4","3","Gas","Ex","Y","SBrkr",960,0,960,0,"TA",3,"0","3",1,"Y","Normal",145000
"1215",85,"RL","0","NAmes","1Fam",5,"CBlock","4","2","Gas","TA","Y","SBrkr",999,0,999,1,"TA",6,"0","3",1,"Y","Normal",134500
"1216",20,"RL","0","Sawyer","1Fam",5,"CBlock","4","5","Gas","TA","Y","SBrkr",894,0,894,1,"TA",5,"0","2",1,"Y","Normal",125000
"1217",90,"RM","0","Sawyer","Duplex",6,"Slab","0","0","Gas","TA","Y","SBrkr",1318,584,1902,2,"TA",8,"0","3",2,"Y","Normal",112000
"1218",20,"FV","0","Somerst","1Fam",8,"PConc","3","3","Gas","Ex","Y","SBrkr",1314,0,1314,2,"Gd",6,"0","2",2,"Y","Partial",229456
"1219",50,"RM","0","BrkSide","1Fam",4,"Slab","0","0","Gas","Gd","N","SBrkr",672,240,912,1,"TA",3,"0","0",0,"N","Normal",80500
"1220",160,"RM","0","BrDale","Twnhs",6,"CBlock","4","6","Gas","TA","Y","SBrkr",672,546,1218,1,"TA",7,"0","0",0,"N","Abnorml",91500
"1221",20,"RL","0","NAmes","1Fam",5,"CBlock","4","5","Gas","TA","Y","SBrkr",912,0,912,1,"TA",5,"0","3",1,"Y","Abnorml",115000
"1222",20,"RL","0","Sawyer","1Fam",5,"CBlock","4","2","Gas","Ex","Y","SBrkr",1211,0,1211,1,"TA",5,"1","3",1,"Y","Normal",134000
"1223",50,"RL","0","NAmes","1Fam",6,"CBlock","4","5","Gas","Ex","Y","SBrkr",1168,678,1846,2,"TA",7,"1","3",1,"Y","Normal",143000
"1224",20,"RL","0","NAmes","1Fam",5,"CBlock","4","4","Gas","TA","N","0",2136,0,2136,2,"TA",7,"0","3",2,"Y","Normal",137900
"1225",60,"RL","0","Gilbert","1Fam",7,"PConc","3","3","Gas","Ex","Y","SBrkr",788,702,1490,2,"Gd",8,"1","1",2,"Y","Normal",184000
"1226",80,"RL","0","NAmes","1Fam",6,"CBlock","4","3","Gas","Ex","Y","SBrkr",1138,0,1138,1,"TA",6,"0","2",1,"Y","Normal",145000
"1227",60,"RL","0","Somerst","1Fam",6,"PConc","3","6","Gas","Ex","Y","SBrkr",894,1039,1933,2,"Gd",9,"1","1",3,"Y","Normal",214000
"1228",20,"RL","0","NAmes","1Fam",5,"CBlock","4","1","Gas","Ex","Y","SBrkr",912,0,912,1,"Gd",5,"0","3",2,"Y","Normal",147000
"1229",120,"RL","0","NridgHt","TwnhsE",9,"PConc","1","3","Gas","Ex","Y","SBrkr",1702,0,1702,1,"Ex",7,"1","1",3,"Y","Partial",367294
"1230",80,"RL","0","NAmes","1Fam",5,"CBlock","4","1","Gas","Gd","Y","SBrkr",1507,0,1507,2,"TA",7,"0","3",1,"Y","Normal",127000
"1231",90,"RL","0","Sawyer","Duplex",5,"CBlock","3","3","Gas","Ex","Y","SBrkr",1361,1259,2620,2,"TA",12,"1","2",2,"N","Normal",190000
"1232",90,"RL","0","NAmes","Duplex",5,"CBlock","4","1","Gas","TA","Y","SBrkr",1190,0,1190,1,"TA",6,"0","3",2,"Y","Normal",132500
"1233",90,"RL","0","NAmes","Duplex",4,"Slab","0","0","Gas","TA","Y","SBrkr",1224,0,1224,2,"TA",6,"0","3",2,"Y","Normal",101800
"1234",20,"RL","0","NAmes","1Fam",5,"CBlock","4","5","Gas","Fa","Y","SBrkr",1188,0,1188,1,"TA",6,"0","2",2,"Y","Abnorml",142000
"1235",70,"RH","0","SWISU","1Fam",5,"PConc","4","6","Gas","TA","N","0",1024,940,1964,1,"TA",7,"0","0",0,"N","Abnorml",130000
"1236",70,"RL","0","Crawfor","1Fam",5,"BrkTil","3","6","Gas","Gd","Y","0",892,892,1784,1,"TA",9,"0","3",1,"N","Normal",138887
"1237",160,"RL","0","NridgHt","Twnhs",7,"PConc","3","6","Gas","Ex","Y","SBrkr",764,862,1626,2,"Gd",6,"0","2",2,"Y","Normal",175500
"1238",60,"RL","0","CollgCr","1Fam",7,"PConc","3","6","Gas","Ex","Y","SBrkr",847,1101,1948,2,"Gd",8,"1","1",2,"Y","Normal",195000
"1239",20,"RL","0","SawyerW","1Fam",6,"PConc","3","6","Gas","Ex","Y","SBrkr",1141,0,1141,1,"TA",6,"0","3",2,"Y","Abnorml",142500
"1240",20,"RL","0","Timber","1Fam",8,"PConc","3","3","Gas","Ex","Y","SBrkr",1484,0,1484,2,"Ex",6,"1","2",2,"Y","Normal",265900
"1241",60,"RL","0","CollgCr","1Fam",7,"PConc","3","3","Gas","Ex","Y","SBrkr",884,884,1768,2,"Gd",8,"0","2",2,"Y","Normal",224900
"1242",20,"RL","0","Somerst","1Fam",7,"PConc","3","6","Gas","Ex","Y","SBrkr",1689,0,1689,2,"Gd",7,"0","2",3,"Y","Partial",248328
"1243",85,"RL","0","NWAmes","1Fam",7,"CBlock","3","3","Gas","TA","Y","SBrkr",1173,0,1173,2,"Gd",6,"1","2",2,"Y","Family",170000
"1244",20,"RL","0","NridgHt","1Fam",10,"PConc","1","3","Gas","Ex","Y","SBrkr",2076,0,2076,2,"Ex",7,"1","1",3,"Y","Partial",465000
"1245",70,"RL","0","Crawfor","1Fam",8,"PConc","3","6","Gas","Fa","Y","SBrkr",792,725,1517,1,"Gd",7,"1","3",2,"Y","Normal",230000
"1246",80,"RL","0","NWAmes","1Fam",6,"CBlock","3","6","Gas","Ex","Y","SBrkr",1140,728,1868,3,"TA",7,"1","1",2,"Y","Abnorml",178000
"1247",60,"FV","0","Somerst","1Fam",7,"PConc","3","6","Gas","Ex","Y","SBrkr",756,797,1553,2,"Gd",6,"0","2",2,"Y","Partial",186500
"1248",80,"RL","0","Mitchel","1Fam",6,"CBlock","4","3","Gas","TA","Y","SBrkr",1034,0,1034,1,"TA",6,"0","3",3,"Y","Normal",169900
"1249",75,"RM","1","OldTown","1Fam",6,"BrkTil","3","5","NonGas","Fa","N","SBrkr",1134,924,2058,1,"TA",8,"1","3",2,"N","Normal",129500
"1250",20,"RL","0","NAmes","1Fam",5,"CBlock","4","2","Gas","TA","Y","SBrkr",988,0,988,1,"TA",6,"0","3",1,"Y","Normal",119000
"1251",20,"RL","0","NAmes","1Fam",7,"CBlock","4","1","Gas","Ex","Y","SBrkr",2110,0,2110,2,"Ex",8,"1","1",2,"Y","Normal",244000
"1252",120,"RL","0","NridgHt","TwnhsE",7,"PConc","3","6","Gas","Ex","Y","SBrkr",1405,0,1405,2,"Gd",6,"1","2",2,"Y","Normal",171750
"1253",20,"RL","0","Mitchel","1Fam",5,"CBlock","4","2","Gas","TA","Y","SBrkr",874,0,874,1,"TA",5,"0","2",1,"Y","Normal",130000
"1254",60,"RL","0","Veenker","1Fam",7,"CBlock","4","4","Gas","TA","Y","SBrkr",1516,651,2167,2,"Gd",9,"1","2",2,"Y","Normal",294000
"1255",60,"RL","0","Edwards","1Fam",7,"PConc","3","6","Gas","Ex","Y","SBrkr",760,896,1656,2,"Gd",7,"1","1",2,"Y","Normal",165400
"1256",50,"RM","0","BrkSide","1Fam",6,"BrkTil","4","4","Gas","TA","Y","0",959,408,1367,1,"TA",6,"1","3",1,"Y","Normal",127500
